text,top_class,hate_speech,offensive_language,neither
BABY1G BABY1G BABY1G BABY1G BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1g PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
OR SUMMITS PREGNANT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
A NEW COMMERCIAL??,neither,0.043734208114163266,0.2227144580909004,0.7335513337949363
BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
24 Hour stream sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY 1 G SUMMITS A DAD,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
KappaPride,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY sum1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
??????????,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
YOU GOT KID,offensive_language,0.06341650828120587,0.49321607872122336,0.44336741299757093
BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G??? sumOhface sumOhface sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1G?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1g confirmed,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER BOIS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
24H STREAM PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G ?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G?????????,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER SPONSER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp DESI PREGNANT PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
QUITTING STREAMING FOREVER?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SAMMIT sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
merch,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1g hype,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY 1G?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby2g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Looks like I'm just in tome,neither,0.04744569027052286,0.38462685984797157,0.5679274498815056
YAY BABIES,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
TELL USSSSSSSS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G CONFIRMED,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
DAD1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
RUNESCAPE 24 HOUR STREAM FeelsAmazingMan,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G sumOhface sumOhface sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1gram,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Summ Baby sumDesi sumDesi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1g Baby1g Baby1g Baby1g Baby1g Baby1g Baby1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
24 HR STREAM,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1g hype,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
baby1g?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
GET THE HAT PogChamp,neither,0.03762782989242781,0.32071449739094693,0.6416576727166254
MODS GET FREE MONSTER SHIPPED TO THEM MONTHLY!!!,neither,0.0555337459991352,0.32775718222940947,0.6167090717714554
BabyRage sum1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1g PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LOL BABY 1G,neither,0.02742553414226115,0.42255758239273905,0.5500168834649998
PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
@summit1g lets go baby1g ;D,neither,0.039984317429425154,0.35542799280679366,0.6045876897637812
DADDY1G PogChamp :(,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
RIP,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
mONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MODS GET FREE MONSTER SHIPPED TO THEM MONTHLY!!!,neither,0.0555337459991352,0.32775718222940947,0.6167090717714554
SELLOUT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Kreygasm Kreygasm Kreygasm Kreygasm Kreygasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
YOOOO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Baby1G .D,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
rip,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FailFish,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HAHAHAHAAHAHA,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
?????????,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
RUINED,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
TSM?!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Monster Sponsor sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MODS GET FREE MONSTER SHIPPED TO THEM MONTHLY!!!,neither,0.0555337459991352,0.32775718222940947,0.6167090717714554
LOL,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
awww,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCK,offensive_language,0.34803241646388117,0.6519675835059184,3.0200377847433446e-11
BabyRage BabyRage BabyRage,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
CHEEZE IT,neither,0.034373745257138544,0.33212314837979673,0.6335031063630647
LUL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
WHY,neither,0.016768318525353994,0.3685911158159394,0.6146405656587067
"oh, lame",neither,0.13653013262653443,0.0765225616408188,0.7869473057326467
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
GET ME THEM MONSTERS sumOhface GET ME THEM MONSTERS sumOhface GET ME THEM MONSTERS sumOhface GET ME THEM MONSTERS sumOhface,neither,0.04779184587132541,0.40073325994490044,0.551474894183774
TINDER!!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
cam in just in time PogChamp,neither,0.03413679503397747,0.36907639907015016,0.5967868058958724
Time to step up the fridge game sumDerp,neither,0.040199248710469905,0.33572930945026125,0.6240714418392688
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
Time to step up the fridge game sumDerp,neither,0.040199248710469905,0.33572930945026125,0.6240714418392688
MONSTER!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SELLOUT sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BAITED,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SELL OUT,neither,0.03326421037297834,0.35460400412993404,0.6121317854970876
TSM Kappa,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SELLOUT BabyRage,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LOL,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
RIP BABY1G,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp SELLING OUT BOIS PogChamp,neither,0.035407845575753334,0.34586250264388146,0.6187296517803652
Tinder,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
CHEEZE IT,neither,0.034373745257138544,0.33212314837979673,0.6335031063630647
NO BABY,neither,0.03803069452571862,0.35451986169485816,0.6074494437794232
NO,neither,0.036918905254960256,0.37338982715841207,0.5896912675866277
YOO MONSTER ENERGY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FOR FUCK SAKE SUMMIT,offensive_language,0.1419770841962602,0.8476909318597503,0.0103319839439896
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
lol,neither,0.020706217963973744,0.4882283491876925,0.4910654328483337
TINDER PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PANDA EXPRESS,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Lmao,neither,0.03705015143476208,0.3711622369619404,0.5917876116032975
REDBULL!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER LIFE,neither,0.03563000797107964,0.3958717153842048,0.5684982766447154
sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LUL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BABY1g SPONSOR,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER NO WAY,neither,0.03867533592841062,0.3462596042216334,0.6150650598499561
no babys :(,neither,0.03852177801590115,0.3461848932406789,0.6152933287434199
@summit1g srly u fuck,offensive_language,0.34803241646388117,0.6519675835059184,3.0200377847433446e-11
RED BULL,neither,0.039258693111976405,0.32874724173731373,0.63199406515071
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
RUNECAPE,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Subway sponsor!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER LIFE,neither,0.03563000797107964,0.3958717153842048,0.5684982766447154
REDBULL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER ayee,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
tinder sponser!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumDesi sumDesi sumDesi sumDesi sumDesi,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
bbay summit!!! sum1g sum1g sum1g,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
DAMN - you got Monster?! I'm so freakin JEALOUS!!!!,offensive_language,0.054379022693812576,0.7727317207267137,0.17288925657947368
YAAAAAAAAAAAAAAAAAAAAAA,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
CONGRATS DUDE!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
KONAMI?,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER GAMING PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PANDA EXPRESS!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
you aborted baby1g already?!,neither,0.05542314416514176,0.3986015172731258,0.5459753385617325
MONSTERMAN,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
RED BULL!,neither,0.039258693111976405,0.32874724173731373,0.63199406515071
FeelsBadMan,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NO WAY,neither,0.03814847073940352,0.35698458620139334,0.6048669430592032
RUNESCAPE SPONSER! PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Yoooooooo,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LIT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
"@summit1g nice man, now hit me up with those bf1 codes ;)",neither,0.03822119009254184,0.4214665249075584,0.5403122849998997
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HELL YEA,offensive_language,0.04178788088246488,0.8367652767089439,0.12144684240859135
MONSTER PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
:o,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Nice,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WOOOOTTT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
AWESOME,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
REDBULLL,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Monster coffee mean bean all day everyday now,neither,0.04812104407377782,0.2534288048532488,0.6984501510729735
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
moster!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WOOOOO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage BabyRage,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTERMAN PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
yeeeeeeeeeeeeeee,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
monster,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Congrats,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCK SAKE PLAY THE GAME,offensive_language,0.1704998402608189,0.8238857543091004,0.0056144054300806
!!!!!!!!!!!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
DUUUUUUUDE PogChamp PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HELL YEAH sumGasm,offensive_language,0.024014075456083226,0.8806496383571902,0.0953362861867266
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
WOOOOOOOOOOOOOOOOOO,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
HOLY FUCK,offensive_language,0.19397613669184155,0.8059762285570093,4.7634751149108454e-05
THATS SWEET BRUH,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Monster PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
fcking niceeee,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Congrats bro,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
MONSTER ENERGY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
THATS FUCKING GREAT!!!!,offensive_language,0.11244798790798897,0.8872353703689477,0.00031664172306334747
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
MONSTER sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Grats Summit!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
SMOrc,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Monster HYPE!!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
REALLY,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
no fuckin way PogChamp,offensive_language,0.0780894713914002,0.920193360488872,0.001717168119727914
sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
CONGRATS SUMMIT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
MONSTER SPONSOR BOIS. WHERES THE COUPONS,neither,0.038881367530904314,0.3200067331079384,0.6411118993611572
congratz @summit1g !!!!!!!!! sumLove sumLove sumLove,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Congrats!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
Drink monster on stream,neither,0.0372024148756619,0.34112731003163055,0.6216702750927076
FUCK YA BABY LETS GO!!!,offensive_language,0.08235301547750554,0.9172294955539403,0.00041748896855422005
sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan FeelsGoodMan,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface sumOhface,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
You don't even like monster Kappa,neither,0.062499988131308255,0.3953195362511188,0.5421804756175729
thats every teenagers dream bro lol,neither,0.03371982942417203,0.37092780656631663,0.5953523640095114
sumGasm sumGasm sumGasm sumGasm sumGasm sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
24 HOUR STREAM NOW? PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
LETS GO,neither,0.039984317429425154,0.35542799280679366,0.6045876897637812
That's awesome!,neither,0.03419525192306799,0.38790559219732307,0.5778991558796089
MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp MONSTER PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
monster is huge!,neither,0.047642346245008994,0.3275594680603751,0.624798185694616
BRAHHHHHHHHHHHHHH,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
PogChamp,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NICE DUDE!!!,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
FUCKING AWESOME,offensive_language,0.11254076812930788,0.8873546885108663,0.00010454335982586064
SELLOUT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
NIIIICEEE \ PogChamp /,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
YOU GO BROOOOOOOOOOOOOOO <3 <3 <3,offensive_language,0.10207939358421984,0.4842146491792343,0.4137059572365459
sumGasm,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
SELLOUT,neither,0.03945320844208391,0.33037608806864915,0.630170703489267
